	ZMQR_201803_bins_22	JZ4_201709_bins_165	JZ2_201912_bins_68	JZ2_201808_bins_10	JZ2_201907_bins_186	JZ2_202101_bins_52	JZ4_201803_bins_290	JZ2_201901_bins_130	JZ2_202007_bins_144	JZ1_202101_bins_37	JZ4_201808_bins_213	GCA_013359425.1	GCA_003576975.1	GCA_014338045.1	GCA_013359385.1	GCA_008363195.1	GCA_011047125.1	JZ2_202007_bins_101	JZ1_202101_bins_107	JZ2_202101_bins_2	JZ4_201709_bins_45	JZ4_201803_bins_110	JZ4_201808_bins_140	GCA_011375275.1	GCA_015485525.1	GCA_015487885.1	GCA_015492145.1	GCA_015490415.1	GCA_015491795.1	GCA_008501765.1	GCA_015485555.1	GCA_015493075.1	GCA_015491485.1	GCA_015488025.1	GCA_015490205.1	GCA_015492895.1	GCA_004356135.1	GCA_004356825.1	GCA_011774205.1	GCA_011777055.1	GCA_016928635.1	GCA_016929295.1	GCA_016928775.1	SRBZ_201705_bins_74	DPZ2_202101_bins_149	GCA_003818595.1	GCA_016934825.1	GCA_011682565.1	GCA_013152225.1	GCA_001771235.1	GCA_002327255.1	GCA_012523655.1	GCA_016929055.1	GCA_014728115.1	GCA_014728085.1	SZTDM2_201709_bins_136	JZ2_201705_bins_85	JZ2_201907_bins_62	JZ2_201808_bins_48	JZ4_201808_bins_132	GCA_014359355.1	GCA_011389025.1	JZ2_201709_bins_23	GCA_013152765.1	JZ4_201709_bins_129	JZ4_201808_bins_206	JZ2_201705_bins_219	JZ4_201803_bins_238	JZ4_201803_bins_154	GCA_011046315.1	GCA_016783825.1	GCA_014729735.1	GCA_016931935.1	GCA_016926625.1	GCA_016927835.1
GCA_015491485.1	66.7516	66.6696	66.78	66.6779	66.7705	66.7902	66.6454	66.6577	66.7481	66.6635	66.6794	66.2018	65.9985	66.0145	65.8849	66.0691	66.558	66.6603	66.6831	66.5681	66.2005	66.256	66.1019	67.1127	66.9695	66.9676	67.0596	67.1469	67.024	64.9547	99.2705	99.2915	100	99.2798	99.2504	70.9146	64.6032	64.3326	65.23	65.23	64.2401	63.9623	63.6196	64.803	64.5346	63.5385	63.7191	63.6979	63.8194	64.1481	64.3946	64.2422	63.6569	63.3813	63.5224	64.049	64.1061	64.1815	64.4852	64.2315	64.5073	64.3842	64.4962	65.1144	64.4135	63.9881	64.0107	63.9719	64.5091	63.7958	63.1032	63.8931	63.5607	63.431	63.942
GCA_015488025.1	66.8495	66.8804	66.8582	66.8984	66.7846	66.8219	66.7795	66.835	66.9046	66.8286	66.8303	66.4799	65.9722	66.0711	66.0288	66.1206	66.6302	66.6991	66.7271	66.6784	66.45	66.3407	66.356	67.6484	67.2254	67.129	67.3971	67.1304	67.2875	64.9687	99.3297	99.2606	99.2798	100	99.2496	70.8342	64.4835	64.5452	65.4489	65.4489	64.2334	64.2177	63.8101	64.6667	64.6553	63.5263	63.7011	63.7512	63.619	64.3372	64.1797	64.3647	63.8812	63.4866	63.8923	64.1374	64.1551	64.132	64.3978	64.118	64.4573	64.2981	64.3998	65.0008	64.1897	64.0049	63.9076	63.7635	64.3946	63.7559	63.2	63.8879	63.6996	63.5795	63.8245
GCA_015490205.1	66.8306	66.9844	67.0179	66.9046	66.9843	66.8379	66.9313	66.8153	66.9224	66.9461	67.0002	66.521	66.1797	66.1501	66.0071	66.331	66.7234	66.7587	66.7575	66.6826	66.2099	66.3541	66.3259	67.3814	67.3015	67.0907	67.217	67.1406	67.2214	64.8356	99.2552	99.2228	99.2504	99.2496	100	70.9072	64.4572	64.5033	65.4043	65.4043	63.8372	64.1659	63.6119	64.672	64.456	63.5626	63.8188	63.8063	63.8422	64.0601	64.5205	64.0207	64.1935	63.5255	63.9831	64.2303	64.1637	64.0095	64.5876	64.0981	64.5162	64.3849	64.5495	65.105	64.1018	64.1808	64.0364	63.8932	64.3003	63.9306	63.0405	63.8641	63.6235	63.4626	64.0739
GCA_015492895.1	65.8495	66.0147	65.9957	65.8707	65.8685	65.881	65.7339	65.8803	65.7589	65.8507	65.9227	65.7093	65.5174	65.4826	65.5067	65.656	65.8781	65.9722	65.8334	65.8173	65.7637	65.5803	65.6992	66.7012	66.6965	66.5504	66.6227	66.6403	66.699	64.4117	70.8564	70.6898	70.9146	70.8342	70.9072	100	64.4111	64.2897	64.8438	64.8438	63.8107	63.7417	63.4489	64.4935	64.1276	63.2558	63.3212	63.8102	63.5145	64.0481	63.6161	63.7111	63.5199	63.2703	63.7503	63.9358	64.0193	64.0804	64.1292	64.1967	63.79	63.9983	64.1499	64.7843	64.2669	63.7355	63.9105	63.6136	64.1572	63.4753	63.3587	63.5592	63.7374	63.4878	63.4632
GCA_004356135.1	64.5095	64.5792	64.5372	64.4281	64.3429	64.2823	64.4592	64.3332	64.4915	64.3342	64.5163	64.5584	65.0912	64.9203	64.7707	64.7584	65.2114	65.3718	65.2673	65.2704	64.6869	64.6913	64.8503	64.5221	64.2329	64.0713	64.1836	64.2257	64.153	63.9581	64.7797	64.673	64.6032	64.4877	64.4572	64.4111	100	99.1535	67.7008	67.7008	63.2279	63.2653	63.0537	63.4714	63.5906	62.9939	63.366	63.5867	63.4233	63.4852	63.0592	63.085	62.9943	63.1855	63.2973	62.8574	63.1138	62.7874	63.2298	63.0319	63.0768	62.7966	62.5976	63.2799	63.4273	63.5164	63.5297	63.416	63.4242	63.5494	64.0425	63.7921	63.614	63.4859	63.6555
GCA_004356825.1	64.4939	64.4379	64.3819	64.3471	64.4006	64.2194	64.4311	64.3961	64.4081	64.4261	64.3745	64.5699	64.9611	64.9029	64.7619	64.8688	65.1454	65.1889	65.2214	65.1866	64.6126	64.6414	64.535	64.3019	64.314	64.2252	64.3791	64.201	64.2984	63.9175	64.6051	64.4537	64.3324	64.5496	64.5009	64.2897	99.1535	100	67.7819	67.7819	63.2217	63.4276	63.2721	63.757	63.6772	62.9328	63.4827	63.4587	63.5559	63.3438	62.9887	63.1355	62.9996	62.9898	63.0994	62.9593	62.9699	62.4771	62.9038	63.003	63.0902	63.028	62.7207	63.1073	63.4652	63.518	63.3728	63.3386	63.6605	63.8858	64.0059	63.396	63.4028	63.1588	63.5234
GCA_011774205.1	65.2177	65.3064	64.9963	65.2066	65.2575	65.1623	65.2464	65.1697	65.1953	65.312	65.1643	65.0976	65.1163	65.1086	65.1899	65.2198	65.6343	65.5572	65.4739	65.462	65.0661	65.0781	65.0766	64.6029	64.6319	64.5714	64.5362	64.5517	64.5647	63.7747	65.3824	65.2511	65.23	65.4489	65.4043	64.8523	67.706	67.7838	100	100	63.4103	63.3203	63.108	63.6084	63.7307	63.1341	63.2324	63.687	63.4294	63.9889	63.1853	63.4798	63.2695	63.1097	63.2789	63.2623	63.1912	63.2538	63.2461	63.3851	63.0987	63.2858	62.9252	63.7601	63.6834	63.6989	63.6707	63.6156	63.8652	63.57	63.2678	63.9495	63.4787	63.2493	63.5829
GCA_011777055.1	65.2177	65.3064	64.9963	65.2066	65.2575	65.1623	65.2464	65.1697	65.1953	65.312	65.1643	65.0976	65.1163	65.1086	65.1899	65.2198	65.6343	65.5572	65.4739	65.462	65.0661	65.0781	65.0766	64.6029	64.6319	64.5714	64.5362	64.5517	64.5647	63.7747	65.3824	65.2511	65.23	65.4489	65.4043	64.8523	67.706	67.7838	100	100	63.4103	63.3203	63.108	63.6084	63.7307	63.1341	63.2324	63.687	63.4294	63.9889	63.1853	63.4798	63.2695	63.1097	63.2789	63.2623	63.1912	63.2538	63.2461	63.3851	63.0987	63.2858	62.9252	63.7601	63.6834	63.6989	63.6707	63.6156	63.8652	63.57	63.2678	63.9495	63.4787	63.2493	63.5829
GCA_016928635.1	64.4856	64.1131	64.2253	64.377	64.2016	64.3107	64.2499	64.2619	64.3743	64.4193	64.2684	64.5178	64.038	64.0218	63.8782	64.236	64.2277	64.3515	64.3266	64.439	64.0889	64.031	64.1717	64.165	64.0171	63.9877	63.9297	64.0127	64.0773	63.0943	64.2435	64.18	64.2401	64.2334	63.8372	63.8107	63.2279	63.2217	63.4016	63.4016	100	81.0179	70.8663	67.0771	67.2229	66.9572	65.0608	65.4416	65.5375	65.8422	65.753	65.305	65.3134	64.4393	64.4711	63.5103	64.0432	63.8204	64.1082	63.9646	64.2333	63.6572	63.5015	63.9167	63.649	63.6488	63.5278	63.3548	63.8795	63.4378	62.9678	63.7322	63.8745	63.6986	63.5633
GCA_016929295.1	64.1549	63.9161	64.0675	63.7529	63.8326	63.824	63.9838	64.0381	64.0289	63.8454	63.9446	64.2499	64.0178	63.8673	64.0563	64.0528	64.2209	64.2994	64.2371	64.163	64.1533	64.4906	64.124	64.2659	63.9459	64.0946	63.9317	63.9454	63.9785	63.2359	63.9899	64.1096	63.9623	64.2279	64.1659	63.7417	63.2558	63.4306	63.3203	63.3203	81.0179	100	70.9337	66.8921	67.0032	67.0167	64.9893	65.514	65.5796	65.8431	65.7612	65.4018	64.999	64.6391	64.63	63.736	63.9539	63.8732	64.0571	63.806	63.7716	63.839	63.4289	64.0006	63.5525	63.5047	63.6241	63.5169	64.0367	63.3593	63.2708	63.554	63.9421	64.0594	63.4601
GCA_016928775.1	63.2389	63.2923	63.3845	63.2662	63.3515	63.293	63.3732	63.4253	63.1538	63.2702	63.3426	63.5346	63.6568	63.6402	63.443	63.514	63.9964	63.8117	63.9008	63.7487	63.8132	63.9794	63.8339	63.8541	63.6596	63.8841	63.6843	63.6546	63.7053	63.2083	63.5473	63.6038	63.6196	63.8101	63.6119	63.4472	63.0537	63.2721	63.108	63.108	70.8663	70.9337	100	66.4178	66.5003	66.9621	65.4345	65.7244	65.8117	65.5299	64.8641	64.7117	65.1276	64.7867	64.5741	63.1391	63.2665	63.1784	63.3786	63.2141	63.4361	62.9051	63.0121	63.2344	63.6552	63.6623	63.4249	63.4412	63.7129	63.6869	63.4523	63.4526	64.3304	63.8592	63.4966
SRBZ_201705_bins_74	64.8642	64.8143	64.8559	64.7882	64.7488	64.8926	64.9345	65.0552	64.9734	64.7377	64.7882	64.8938	64.5611	64.3582	64.5816	64.5479	65.0063	65.129	65.039	65.0927	64.6702	64.5983	64.757	64.674	64.2177	64.1931	64.2415	64.3524	64.286	63.1686	64.6793	64.5788	64.8083	64.6667	64.672	64.4935	63.4714	63.757	63.6084	63.6084	67.0728	66.8968	66.4164	100	91.4294	67.4845	64.8591	65.2575	65.1796	65.5348	65.878	65.9146	65.4609	64.3957	64.4844	64.3424	64.3817	64.3254	64.2076	64.0883	64.828	64.145	64.5112	64.5102	64.0788	64.0483	63.7921	63.7011	64.1522	63.3599	62.7382	63.6071	63.3569	63.4123	63.6041
DPZ2_202101_bins_149	65.1201	65.0887	65.0885	64.8981	65.0378	65.077	65.2715	65.2906	65.1261	65.0224	65.1628	64.8687	64.6901	64.6145	64.4746	64.686	65.0333	65.2001	65.0398	64.9792	64.9218	64.9433	65.0148	64.2958	64.3518	64.3002	64.2433	64.5213	64.2738	63.242	64.6109	64.5862	64.5346	64.6553	64.456	64.1322	63.5906	63.6772	63.7307	63.7307	67.2166	66.9915	66.4972	91.4294	100	67.5516	64.9957	65.1749	65.5627	65.8563	65.8384	65.9453	65.528	64.5809	64.6772	64.2787	64.5285	64.0881	64.4342	64.1553	64.8089	64.4624	64.5163	64.6184	64.0748	64.1518	64.0425	63.9319	64.0427	63.3303	62.8558	63.6245	63.485	63.6611	63.5937
GCA_003818595.1	63.519	63.4356	63.4235	63.2747	63.2344	63.556	63.4541	63.4321	63.5314	63.7391	63.2615	63.6524	63.8205	63.6846	63.5595	63.6507	63.9283	63.6595	63.7076	63.6258	63.7477	63.7273	63.7467	64.0532	63.6414	63.5376	63.6551	63.74	63.5006	63.1614	63.2505	63.2786	63.5422	63.5263	63.5626	63.2558	62.9939	62.9328	63.1341	63.1341	66.9572	67.015	66.9629	67.488	67.5468	100	64.9063	65.1805	64.94	65.0928	65.1509	65.0319	64.7018	64.4254	64.4777	63.109	63.1327	63.5362	63.4466	63.3138	63.3744	62.8565	63.1055	62.9706	63.3519	63.4673	63.4332	63.5526	63.4671	63.1593	63.3184	63.5065	64.1773	63.8609	63.5928
GCA_016934825.1	63.0652	62.9551	62.8154	62.9013	62.8988	62.9425	62.957	62.8955	62.9056	62.8821	63.007	63.5179	63.5677	63.3471	63.5368	63.6567	63.335	63.5002	63.4278	63.5564	63.5211	63.5963	63.6736	63.1304	63.2647	63.1524	63.1432	63.3405	63.1528	63.1328	63.7768	63.568	63.7191	63.7011	63.8053	63.331	63.359	63.4827	63.2324	63.2324	65.0608	64.992	65.4345	64.8591	64.9957	64.9063	100	66.4911	66.5685	65.5229	64.8393	64.7024	64.6177	64.7914	65.1135	62.4463	62.8612	62.7096	62.8233	62.625	62.7564	62.6428	62.427	63.0289	63.3493	63.37	63.2948	63.219	63.4208	63.866	64.2901	63.8943	64.0839	63.4258	63.5531
GCA_011682565.1	63.1087	63.1782	63.2831	63.1642	63.1346	63.1471	63.1086	63.216	63.0629	63.2493	63.2078	63.3285	63.5224	63.6071	63.3697	63.5238	63.702	64.1758	63.8876	63.8577	63.6605	63.7099	63.6894	63.4181	63.7395	63.4355	63.4914	63.55	63.594	63.6431	63.6943	63.6039	63.6979	63.7512	63.8063	63.8102	63.5867	63.4587	63.687	63.687	65.4416	65.514	65.7275	65.2575	65.179	65.1897	66.4911	100	92.2621	65.8254	65.4565	65.0893	65.1438	65.187	65.3542	63.3971	63.7292	63.0812	63.3159	63.2483	63.3719	62.8951	62.9607	63.602	63.9724	63.7446	63.866	63.6445	63.6966	63.946	64.419	64.2541	63.9298	63.5954	64.2048
GCA_013152225.1	63.2423	63.2406	63.298	63.2982	63.1701	63.2611	63.3699	63.3386	63.2681	63.2639	63.2162	63.6554	63.7962	63.611	63.4802	63.6259	64.027	64.2415	64.2236	64.1369	63.9133	63.8313	63.8821	63.6894	63.8864	63.7698	63.9054	63.5269	63.7169	63.7347	63.8432	63.7563	63.8194	63.619	63.8422	63.5145	63.4233	63.5559	63.4371	63.4371	65.5375	65.5796	65.8117	65.1805	65.5627	64.9393	66.5685	92.2621	100	66.0938	65.3854	65.163	65.1742	65.2173	65.4497	63.3385	63.4809	63.4586	63.4395	63.3772	63.4902	62.9047	62.7217	63.6062	63.7851	63.8035	63.8184	63.6693	63.8678	64.2777	64.5562	64.0814	63.9387	63.288	64.1693
GCA_001771235.1	64.1098	63.9412	63.9425	63.9616	64.0221	64.1467	64.263	64.0635	63.9403	63.9165	64.175	64.3222	64.0348	64.5821	64.4845	64.7289	64.2726	64.59	64.3446	64.3238	65.005	65.0047	65.1405	63.9909	63.6859	63.8594	63.9566	63.6049	63.7928	63.1492	64.253	64.0033	64.1527	64.3372	64.0553	64.0645	63.4809	63.3356	63.9889	63.9889	65.846	65.8343	65.534	65.5348	65.8651	65.0928	65.5275	65.8254	66.0938	100	65.8034	65.5533	65.2733	64.6876	64.9744	63.7957	64.1977	63.9044	63.8347	64.1068	63.9978	63.8562	63.4867	64.0477	64.1059	63.864	63.9872	63.7548	63.9685	63.63	63.6827	63.6656	64.2901	63.8822	63.7539
GCA_002327255.1	65.0562	65.0488	64.9617	65.0416	65.097	65.1501	65.1026	65.0237	65.0305	64.8344	64.9945	65.1197	64.3483	64.4523	64.4397	64.4694	64.8247	64.5791	64.6987	64.5737	64.7796	64.6854	64.7296	64.5946	64.0745	64.3347	64.2125	64.3662	64.3062	63.257	64.4011	64.2721	64.3929	64.1769	64.508	63.6161	63.0592	62.9887	63.1853	63.1853	65.753	65.7626	64.8643	65.8815	65.8384	65.1509	64.8393	65.4526	65.3854	65.8034	100	67.6702	66.0339	64.84	64.8692	64.5933	64.5612	64.6971	64.6344	64.7596	65.0744	64.1789	64.2833	64.5875	64.5865	64.269	64.236	64.2613	64.3656	63.6112	62.6809	63.4372	63.6613	63.8578	63.5076
GCA_012523655.1	64.68	64.7107	64.7177	64.7584	64.7411	64.6383	64.6659	64.6869	64.624	64.7471	64.5549	64.5792	64.2795	63.8464	63.9702	64.0768	64.3812	64.6432	64.3566	64.5451	64.1702	64.1433	64.1089	64.2674	64.1632	64.0701	63.9173	64.1608	63.9702	62.7794	64.0972	64.1374	64.2422	64.38	64.0228	63.7111	63.085	63.1355	63.4798	63.4798	65.305	65.4076	64.7117	65.9146	65.9453	65.025	64.702	65.0893	65.1614	65.5533	67.6577	100	65.678	64.6596	64.6192	64.4743	64.7702	64.4501	64.7385	64.5005	64.6726	64.1647	64.0614	64.4837	63.845	63.5887	63.5947	63.8319	63.8159	63.3463	62.6712	63.5881	63.2917	63.3504	63.7742
GCA_016929055.1	63.9583	63.8292	63.8442	63.9547	63.7165	63.8497	63.8103	63.8133	63.8708	63.8317	63.7886	63.7383	63.7973	63.7927	63.8165	63.6778	64.1599	63.9319	64.0641	64.0052	63.944	64.0958	64.0359	63.9469	63.752	63.616	63.8176	63.5882	63.7251	63.1415	64.0244	63.7748	63.6569	63.8812	64.1935	63.5199	62.9943	62.9996	63.2695	63.2695	65.3134	64.999	65.1259	65.4524	65.5346	64.7018	64.6177	65.1438	65.1742	65.2707	66.0278	65.6771	100	65.7825	65.7236	63.6047	63.7455	63.7296	63.934	63.7371	63.8654	63.5682	63.8624	63.9545	63.9217	63.6482	63.7362	63.643	63.7966	63.8009	63.4145	63.6312	63.5152	63.5752	63.5578
GCA_014728115.1	62.8736	62.8998	62.8817	62.8641	62.7929	62.869	62.9142	62.972	62.9382	62.9385	62.7137	62.8838	63.3491	63.1667	62.9491	63.1738	63.1588	63.1369	63.0668	63.001	63.1991	63.3906	63.295	63.6498	63.6595	63.6743	63.5972	63.4613	63.3831	63.2763	63.4785	63.3338	63.3813	63.4866	63.5255	63.2703	63.1855	62.9898	63.1097	63.1097	64.4393	64.6391	64.783	64.3957	64.5809	64.4254	64.7956	65.1941	65.2116	64.6876	64.84	64.6596	65.7825	100	66.3142	62.5864	63.0199	63.1735	63.1541	62.9504	63.2511	62.6708	62.773	62.9792	63.5449	63.3886	63.285	63.2974	63.5329	63.3121	63.3247	64.0422	63.5002	63.2374	63.5234
GCA_014728085.1	63.2198	63.1269	63.2297	63.1448	63.0736	63.2021	63.1966	63.1021	63.303	63.0515	63.0568	63.4062	63.5562	63.6282	63.0269	63.5399	63.3677	63.4073	63.3376	63.2159	63.5077	63.275	63.4444	63.6238	63.5142	63.6204	63.5828	63.2762	63.4049	62.9909	63.7197	63.6217	63.5224	63.8923	63.9831	63.7594	63.2973	63.0994	63.2789	63.2789	64.4675	64.632	64.5735	64.4809	64.6805	64.4777	65.1135	65.3542	65.4493	64.9744	64.8692	64.6192	65.7236	66.3182	100	62.9887	63.2233	63.1911	63.4394	63.0373	63.2344	62.7362	62.7281	63.2552	63.5086	63.4468	63.4003	63.3534	63.5394	63.7101	63.5787	64.6161	63.6788	63.7792	63.5539
SZTDM2_201709_bins_136	64.8069	64.5454	64.6798	64.896	64.5762	64.7617	64.6563	64.5979	64.8187	64.6331	64.6128	64.3224	63.8515	63.7963	63.7736	63.9586	64.1384	64.2719	64.3364	64.2203	64.3529	64.3735	64.4289	64.1395	63.8483	63.7992	63.8766	63.7342	63.7118	62.234	64.162	64.0086	64.049	64.1374	64.2303	63.9358	62.8574	62.9593	63.2623	63.2623	63.5185	63.736	63.1391	64.3424	64.2766	63.109	62.4463	63.4001	63.3464	63.7957	64.5933	64.4743	63.6047	62.5864	62.9887	100	98.3738	98.3894	98.4459	98.3986	74.0551	65.5206	65.3064	65.1392	64.4664	64.3261	64.3928	64.1039	64.3091	63.2853	62.7766	63.3636	62.8202	63.5992	63.2176
JZ2_201705_bins_85	64.8414	64.8832	64.8269	64.8584	64.6891	64.7409	64.8164	64.8372	64.7137	64.6803	64.7019	64.5066	64.1163	64.0571	63.7984	63.9336	64.3519	64.3865	64.4705	64.3292	64.3957	64.3705	64.4458	64.1278	63.9819	63.6983	63.877	63.7353	63.6937	62.4258	64.2973	64.1022	64.0966	64.1615	64.1637	64.0193	63.1138	62.9699	63.1912	63.1912	64.0432	63.9539	63.2665	64.3803	64.5285	63.1327	62.8612	63.7292	63.4809	64.1977	64.5612	64.7702	63.7455	63.0199	63.2233	98.3738	100	99.7552	99.7678	99.6356	74.2101	65.7104	65.7494	65.3226	64.4606	64.5911	64.5349	64.206	64.6115	63.6704	63.0404	63.338	62.8106	63.8288	63.3635
JZ2_201907_bins_62	64.8485	64.7633	64.9133	64.7553	64.7088	64.7618	64.7822	64.6127	64.6149	64.7816	64.8181	64.4784	63.9489	64.1744	63.9818	63.8775	64.4541	64.3592	64.3914	64.2834	64.3826	64.2716	64.3044	64.2038	63.5538	63.8399	63.8127	63.6933	63.7423	62.5984	63.9852	63.9178	64.1827	64.132	64.0074	64.0804	62.7874	62.4771	63.2538	63.2538	63.8223	63.8732	63.1784	64.3254	64.0881	63.5362	62.7096	63.0812	63.4586	63.9044	64.6971	64.4501	63.7296	63.1735	63.1911	98.3894	99.7552	100	99.6896	99.5823	74.0233	65.6045	65.5355	65.1815	64.5019	64.4731	64.447	64.307	64.3787	63.2059	62.6275	63.6398	62.9866	63.4705	63.278
JZ2_201808_bins_48	64.9735	64.7437	64.8112	64.9383	64.7549	64.8436	64.8301	64.9007	64.8399	64.7773	64.8177	64.6766	64.1672	63.9452	64.0294	63.9415	64.4458	64.2325	64.3204	64.1921	64.306	64.5126	64.4488	64.0922	63.8715	63.8943	63.9197	63.9464	63.9511	62.6979	64.4139	64.3458	64.4852	64.3978	64.5876	64.1292	63.2298	62.9038	63.2461	63.2461	64.1082	64.0537	63.3786	64.2076	64.4342	63.4466	62.8233	63.3062	63.4395	63.8347	64.6344	64.7385	63.9435	63.1541	63.4394	98.4459	99.7678	99.6896	100	99.6231	74.0139	65.5045	65.5337	65.2704	64.4152	64.3807	64.5348	64.298	64.3641	63.6578	62.7859	63.2986	63.0659	63.6697	63.4978
JZ4_201808_bins_132	65.0503	64.8236	64.971	64.7733	64.8711	64.9603	64.7808	64.8107	64.7876	64.7571	64.7726	64.6425	63.9555	63.7924	63.8147	63.8926	64.1229	63.997	64.2021	63.9917	64.4994	64.5205	64.6241	64.1863	63.7279	63.91	63.9081	63.8475	63.701	62.418	64.164	63.9343	64.2315	64.118	64.0981	64.2182	63.0319	63.003	63.3851	63.3851	63.9646	63.806	63.2141	64.0883	64.1553	63.3168	62.625	63.2483	63.3772	64.1068	64.7596	64.5005	63.7371	62.9563	63.0373	98.3986	99.6356	99.5823	99.6231	100	74.2047	65.7255	65.5909	65.211	64.3821	64.257	64.3247	64.1341	64.5236	63.2953	62.654	63.1636	63.241	63.4034	63.2603
GCA_014359355.1	65.0026	64.9659	64.9688	65.1006	64.8467	65.0752	64.9941	65.1139	65.1687	65.0571	64.8187	64.9027	64.1966	64.3018	64.4705	64.3644	64.4464	64.7139	64.4474	64.6762	64.7676	64.9275	64.9424	64.2347	64.193	64.1601	64.2474	64.1353	64.2394	62.5215	64.6987	64.5375	64.5073	64.4573	64.5162	63.79	63.0768	63.0902	63.0987	63.0987	64.2274	63.7726	63.438	64.8253	64.8089	63.3744	62.7564	63.3719	63.4902	63.9978	65.0744	64.6783	63.8643	63.2511	63.2344	74.0515	74.2101	74.0233	74.0146	74.2047	100	66.1331	65.8309	65.6402	64.3776	64.3522	64.776	64.2848	64.5945	63.4076	62.8231	63.5998	62.9694	63.6308	63.4763
GCA_011389025.1	64.7558	64.7525	64.7864	64.9003	64.5779	64.6505	64.7873	64.7965	64.8537	64.8422	64.6871	64.8457	64.2624	64.4488	63.7899	64.202	64.4076	64.1576	64.3959	64.3282	64.4271	64.4884	64.577	63.805	63.8979	63.5682	63.7811	63.7053	63.8631	62.2025	64.4138	64.4516	64.3842	64.29	64.3849	63.9983	62.7966	63.028	63.2858	63.2858	63.6572	63.839	62.9051	64.1414	64.4695	62.8565	62.6428	62.8951	62.9047	63.8562	64.1789	64.1518	63.5682	62.6708	62.7362	65.5206	65.7104	65.6045	65.5045	65.7255	66.1363	100	72.9341	69.3882	63.8755	64.005	63.913	63.927	63.7829	63.0671	62.2801	62.6539	62.4308	63.5368	63.1002
JZ2_201709_bins_23	65.0991	64.8306	64.7073	64.7184	64.7145	64.7308	64.8175	64.7386	64.7755	64.6307	64.8579	64.5977	63.998	64.1575	63.7851	64.1474	64.2	64.3231	64.1851	64.1731	63.9986	64.1782	64.0847	63.6637	63.5573	63.4427	63.3711	63.6268	63.4062	61.8692	64.3544	64.5863	64.508	64.3998	64.5414	64.1499	62.5976	62.7207	62.9252	62.9252	63.5015	63.4289	63.015	64.4897	64.5163	63.0993	62.427	62.9607	62.7217	63.4726	64.2783	64.0646	63.8624	62.773	62.7281	65.312	65.749	65.5355	65.5337	65.5909	65.8309	72.9341	100	69.0864	63.7056	63.7087	63.6853	63.5139	63.4479	62.9013	61.8629	62.6655	62.4565	63.4387	63.0149
GCA_013152765.1	65.0967	65.1461	65.0135	65.2504	65.1029	65.0808	65.2132	65.2713	65.2668	64.9287	65.0297	65.2048	64.6734	64.4207	64.305	64.4619	65.0531	64.6144	64.6986	64.6142	64.5537	64.5359	64.5243	64.4015	64.1718	64.2748	64.4372	64.2721	64.2255	62.2964	64.951	64.9418	65.1144	65.0008	65.105	64.7843	63.2799	63.1073	63.7596	63.7596	63.9251	64.0006	63.2344	64.5066	64.6184	62.9706	63.0289	63.602	63.6062	64.0477	64.5833	64.4837	63.9488	62.9887	63.2552	65.1392	65.3313	65.1675	65.2704	65.2084	65.6402	69.3934	69.0819	100	63.6512	63.4302	63.4641	63.3945	63.9026	63.1428	62.2911	63.0386	62.9242	63.0621	63.3592
JZ4_201709_bins_129	63.9441	63.8598	63.8012	63.9972	63.7793	64.0027	63.9239	63.9024	63.927	64.0821	63.8645	64.202	64.2231	64.058	64.231	64.3658	64.2559	64.4794	64.2773	64.3108	64.8984	64.88	64.8503	63.6183	63.6722	63.6902	63.618	63.377	63.5311	63.1415	64.1466	64.156	64.422	64.1939	64.1018	64.2669	63.431	63.4424	63.6834	63.6834	63.6428	63.5525	63.6537	64.0843	64.076	63.3519	63.3493	63.9707	63.783	64.1059	64.5865	63.845	63.9217	63.5449	63.5086	64.4641	64.4606	64.5019	64.4152	64.3821	64.3776	63.8755	63.7056	63.6512	100	99.9205	99.8725	99.9267	70.2774	66.5197	65.9035	65.5239	65.0828	64.953	64.4865
JZ4_201808_bins_206	63.9426	63.8219	63.819	63.9695	63.8233	63.9343	63.9057	63.8798	63.9225	63.9972	63.7575	64.2352	64.3371	64.2861	64.0106	64.3287	64.1381	64.2721	64.2223	64.2206	64.9693	65.0118	64.9298	63.7689	63.8482	63.5139	63.5338	63.6156	63.6315	63.0876	63.9972	64.0726	64.0057	64.028	64.191	63.7355	63.523	63.518	63.6989	63.6989	63.6421	63.5047	63.6623	64.0483	64.1518	63.4706	63.37	63.7446	63.8035	63.864	64.269	63.5887	63.6481	63.3901	63.4468	64.3129	64.5911	64.4731	64.3807	64.257	64.3522	64.0068	63.7087	63.4302	99.9205	100	99.9211	99.9168	70.4119	66.3904	65.9958	65.453	64.8281	64.8186	64.4686
JZ2_201705_bins_219	63.9539	63.9961	63.8664	63.9678	63.9222	63.9489	63.9355	63.9205	63.8692	63.8578	63.9526	64.0958	64.2914	64.2297	64.0108	64.3779	64.1422	64.287	64.2852	64.1971	65.0363	65.1196	65.1204	63.5398	63.6728	63.5075	63.3576	63.414	63.5111	63.0623	63.9313	63.9626	64.0107	63.9076	64.0364	63.9105	63.5297	63.3728	63.6707	63.6707	63.5278	63.6241	63.4249	63.7921	64.0425	63.4332	63.2879	63.866	63.8184	63.9872	64.236	63.5947	63.7359	63.285	63.3963	64.3909	64.5349	64.447	64.5348	64.3247	64.776	63.913	63.6853	63.4641	99.8725	99.9211	100	99.927	70.1769	66.6437	66.0235	65.6499	65.2691	65.2526	64.6717
