	ZMQR_201803_bins_22	JZ4_201709_bins_165	JZ2_201912_bins_68	JZ2_201808_bins_10	JZ2_201907_bins_186	JZ2_202101_bins_52	JZ4_201803_bins_290	JZ2_201901_bins_130	JZ2_202007_bins_144	JZ1_202101_bins_37	JZ4_201808_bins_213	GCA_013359425.1	GCA_003576975.1	GCA_014338045.1	GCA_013359385.1	GCA_008363195.1	GCA_011047125.1	JZ2_202007_bins_101	JZ1_202101_bins_107	JZ2_202101_bins_2	JZ4_201709_bins_45	JZ4_201803_bins_110	JZ4_201808_bins_140	GCA_011375275.1	GCA_015485525.1	GCA_015487885.1	GCA_015492145.1	GCA_015490415.1	GCA_015491795.1	GCA_008501765.1	GCA_015485555.1	GCA_015493075.1	GCA_015491485.1	GCA_015488025.1	GCA_015490205.1	GCA_015492895.1	GCA_004356135.1	GCA_004356825.1	GCA_011774205.1	GCA_011777055.1	GCA_016928635.1	GCA_016929295.1	GCA_016928775.1	SRBZ_201705_bins_74	DPZ2_202101_bins_149	GCA_003818595.1	GCA_016934825.1	GCA_011682565.1	GCA_013152225.1	GCA_001771235.1	GCA_002327255.1	GCA_012523655.1	GCA_016929055.1	GCA_014728115.1	GCA_014728085.1	SZTDM2_201709_bins_136	JZ2_201705_bins_85	JZ2_201907_bins_62	JZ2_201808_bins_48	JZ4_201808_bins_132	GCA_014359355.1	GCA_011389025.1	JZ2_201709_bins_23	GCA_013152765.1	JZ4_201709_bins_129	JZ4_201808_bins_206	JZ2_201705_bins_219	JZ4_201803_bins_238	JZ4_201803_bins_154	GCA_011046315.1	GCA_016783825.1	GCA_014729735.1	GCA_016931935.1	GCA_016926625.1	GCA_016927835.1
GCA_015491485.1	58.124074	58.184352	58.161042	58.125065	58.125	58.157296	58.127075	58.124546	58.16429	58.097191	58.124546	57.640344	57.422162	57.560632	57.627762	57.521321	58.095616	58.39744	58.381521	58.360125	58.611807	58.636489	58.609623	61.25441	60.944221	60.947291	60.966356	61.039133	60.905761	57.994275	99.496933	99.488735	100	99.462052	99.43085	69.404552	57.224217	56.501986	57.711315	57.711315	53.806525	53.989048	53.970142	54.377296	54.403168	53.630574	54.37818	54.389298	54.374533	54.220063	53.50782	53.860728	54.162546	53.900742	54.053713	54.701538	54.721219	54.855059	54.817104	54.941165	54.78742	55.459578	55.491777	56.169582	55.576307	55.604195	55.404039	55.312325	55.238425	55.005483	55.053219	54.972182	54.599307	55.251571	54.759793
GCA_015488025.1	58.409375	58.427684	58.392679	58.341452	58.355392	58.377091	58.357353	58.354963	58.395726	58.334123	58.358798	57.824061	57.544211	57.625968	57.690742	57.582528	58.207473	58.487848	58.462227	58.447882	58.63234	58.649215	58.62615	61.460217	61.115135	61.052284	61.129345	61.189675	61.052805	57.94122	99.502179	99.45086	99.462052	100	99.463713	69.315903	57.321094	56.520675	57.694867	57.694867	53.678695	53.902668	53.853429	54.296548	54.366065	53.506281	54.236228	54.276477	54.308756	54.208274	53.403046	53.663642	54.062905	53.915895	54.043968	54.759663	54.762859	54.852099	54.748644	54.960585	54.730838	55.353306	55.348532	56.095812	55.556355	55.477674	55.470069	55.325395	55.09046	54.815078	54.928387	54.912113	54.538905	55.245544	54.66025
GCA_015490205.1	58.313577	58.362331	58.333899	58.293738	58.293168	58.316119	58.295183	58.292727	58.332649	58.257292	58.292664	57.830663	57.597619	57.68618	57.709177	57.590246	58.290884	58.565488	58.557494	58.527495	58.681921	58.698958	58.693142	61.395324	61.155354	61.040686	61.036657	61.092364	61.066807	58.064074	99.452901	99.442751	99.43085	99.463713	100	69.432935	57.193726	56.675087	57.876216	57.876216	53.705322	53.929868	53.809895	54.320275	54.348596	53.371725	54.335887	54.389203	54.261147	54.212152	53.308453	53.692714	54.077186	53.840239	53.982377	54.623028	54.549631	54.677891	54.581354	54.779049	54.679897	55.220143	55.301933	55.869043	55.448673	55.537052	55.38681	55.271804	55.015802	54.849258	54.808598	54.819389	54.584249	55.152815	54.753333
GCA_015492895.1	58.2242	58.102206	58.064097	58.05	58.068862	58.089292	58.056133	58.068862	58.089129	58.014763	58.059919	57.77863	57.42656	57.717414	57.627759	57.640939	58.392183	58.086541	58.046773	58.034421	58.623287	58.638522	58.556976	60.808984	60.530811	60.520823	60.558505	60.665705	60.493177	57.741933	69.368221	69.269644	69.404552	69.315903	69.432935	100	57.094651	56.641097	57.606232	57.606232	53.850962	53.721452	54.019473	54.129609	54.45477	53.744372	54.334835	54.452872	54.38595	53.96196	53.310813	53.740047	53.806566	54.0393	53.836134	54.791001	54.680956	54.893464	54.743219	54.769391	54.767662	55.317728	55.247948	56.505728	55.250333	55.15104	55.032568	55.10134	54.892847	54.763358	54.767863	55.322754	54.646154	55.03201	54.37717
GCA_004356135.1	57.075159	56.996206	56.967207	56.925869	56.923006	56.930789	56.923006	56.923006	56.936796	56.911475	56.923006	56.688694	56.974053	57.075197	56.835673	56.988394	57.5768	57.612523	57.605931	57.568207	57.19285	57.135332	57.15	56.741667	56.438819	56.305226	56.291583	56.337658	56.275149	55.100718	57.333822	57.294683	57.224217	57.321094	57.193726	57.094651	100	98.859121	65.18906	65.18906	54.166811	54.22392	54.4125	54.463235	54.356121	53.875287	54.754762	55.118769	54.917177	54.606094	53.579697	54.267267	54.093478	54.051348	53.906615	55.164919	55.044331	55.267714	54.99319	54.91012	54.96447	55.142593	55.09721	55.5817	55.092438	55.062328	54.948127	54.844522	55.20271	54.931431	55.374841	56.035755	54.632289	55.405276	55.081201
GCA_004356825.1	56.545056	56.522442	56.466667	56.481363	56.478836	56.484901	56.478836	56.478836	56.491192	56.455792	56.478836	56.4185	56.899622	56.874171	56.777981	56.87165	57.188596	57.355922	57.360265	57.335702	56.629209	56.581938	56.589851	56.290648	56.03562	55.960334	55.937149	55.962816	55.930402	54.729412	56.699377	56.653409	56.501986	56.520675	56.675087	56.641097	98.859121	100	65.118423	65.118423	53.843662	53.835597	53.766067	53.965852	54.039762	53.454006	54.458775	54.656283	54.576597	54.297075	53.252908	53.686344	53.685946	53.436095	53.26767	54.633696	54.548231	54.550923	54.368592	54.578053	54.418199	54.718182	54.701342	55.394539	54.746433	54.77875	54.598363	54.63891	54.684184	54.59388	55.187321	55.403034	54.234995	54.620177	54.562545
GCA_011774205.1	57.235325	57.280669	57.222321	57.218573	57.21593	57.216365	57.2267	57.216365	57.22337	57.235974	57.216763	56.754245	57.281668	57.165921	57.019532	57.055234	57.562727	57.604043	57.596647	57.561467	57.285491	57.298988	57.305171	56.908855	56.708435	56.62025	56.636987	56.810395	56.680284	54.766075	57.670139	57.644598	57.711315	57.694867	57.876216	57.606232	65.18906	65.118423	100	100	53.957378	53.695254	53.739054	53.990132	53.914215	53.584112	54.291963	55.067301	54.948655	54.963235	53.710306	53.897832	53.905584	53.776213	53.614809	54.844758	54.813337	54.895124	54.55007	54.958286	54.956476	55.013908	54.881182	55.9018	55.182641	55.384504	55.078341	55.140675	55.112116	55.148288	54.52092	55.618983	54.472357	54.82125	54.437903
GCA_011777055.1	57.235325	57.280669	57.222321	57.218573	57.21593	57.216365	57.2267	57.216365	57.22337	57.235974	57.216763	56.754245	57.281668	57.165921	57.019532	57.055234	57.562727	57.604043	57.596647	57.561467	57.285491	57.298988	57.305171	56.908855	56.708435	56.62025	56.636987	56.810395	56.680284	54.766075	57.670139	57.644598	57.711315	57.694867	57.876216	57.606232	65.18906	65.118423	100	100	53.957378	53.695254	53.739054	53.990132	53.914215	53.584112	54.291963	55.067301	54.948655	54.963235	53.710306	53.897832	53.905584	53.776213	53.614809	54.844758	54.813337	54.895124	54.55007	54.958286	54.956476	55.013908	54.881182	55.9018	55.182641	55.384504	55.078341	55.140675	55.112116	55.148288	54.52092	55.618983	54.472357	54.82125	54.437903
GCA_016928635.1	53.096849	53.045041	53.039892	52.996026	52.99702	52.993377	52.997947	52.996887	52.99596	52.977285	52.99649	53.002583	53.087394	53.159567	53.064751	53.033147	53.336579	53.617024	53.571438	53.594356	53.633024	53.670291	53.651427	53.752917	53.380119	53.517479	53.515899	53.503368	53.387642	52.832305	53.841633	53.739252	53.806525	53.678695	53.705322	53.850962	54.166811	53.843662	53.957378	53.957378	100	81.859198	71.208081	62.034649	62.194504	63.169156	59.450439	60.164026	59.973156	58.244475	57.310233	56.880077	57.682445	57.258003	57.057063	54.858682	54.831977	55.023721	54.732332	54.738549	54.962254	53.95918	54.060237	54.397393	54.574742	54.265633	54.199569	54.107	54.13625	54.362776	53.978046	54.716708	54.374247	54.588105	53.798633
GCA_016929295.1	53.360807	53.172599	53.206752	53.18706	53.186307	53.198805	53.183354	53.184987	53.196918	53.183417	53.184736	53.223687	53.476663	53.404841	53.610244	53.239687	53.475394	53.684573	53.588424	53.611655	54.039453	54.056113	54.004649	53.72187	53.482652	53.559728	53.476427	53.542351	53.476949	52.932854	53.908065	53.979899	53.989048	53.902668	53.929868	53.721452	54.22392	53.835597	53.695254	53.695254	81.859198	100	71.098242	61.642583	61.917313	62.820311	59.227238	60.143614	59.80268	58.481577	57.111558	56.741063	57.489027	57.437055	56.910465	54.640338	54.589468	54.706329	54.605007	54.508126	54.675053	54.198195	54.177108	54.773905	54.931906	54.484611	54.614653	54.587009	54.429333	54.107567	53.984391	54.378333	54.627913	54.597564	53.805888
GCA_016928775.1	53.458718	53.388857	53.360249	53.342801	53.346927	53.33743	53.353073	53.34581	53.331397	53.337891	53.340391	53.109694	53.217296	53.219185	53.274605	53.130339	53.532814	53.594811	53.569214	53.563212	53.661917	53.748692	53.711806	53.946786	53.608513	53.574485	53.547826	53.636722	53.487725	52.97876	54.020543	54.021301	53.970142	53.853429	53.809895	54.019473	54.4125	53.766067	53.739054	53.739054	71.208081	71.098242	100	61.819986	62.169441	63.223799	59.685489	60.544913	60.148184	58.610924	57.332502	56.961788	57.550696	57.928343	57.17995	54.913971	54.911479	55.027939	54.672548	54.688028	55.044552	54.354883	54.204231	54.804311	54.766667	54.35803	54.385732	54.39857	54.126955	54.330621	54.476653	54.923092	54.793568	54.669694	54.031684
SRBZ_201705_bins_74	53.906873	53.877191	53.824638	53.837707	53.836935	53.836494	53.83677	53.836273	53.836218	53.820673	53.835722	53.63791	53.682658	53.628972	53.65794	53.557174	54.047836	54.290427	54.183007	54.266877	54.355311	54.471654	54.384352	54.048759	53.713966	53.747776	53.725886	53.744195	53.730241	53.193967	54.351127	54.315677	54.377296	54.296548	54.320275	54.129609	54.463235	53.965852	53.990132	53.990132	62.034649	61.642583	61.819986	100	94.208452	64.430187	58.640562	59.310485	59.013303	58.126966	57.559883	57.626654	57.696372	56.94474	56.928987	55.452564	55.351627	55.390811	55.266511	55.159091	55.627268	54.893146	55.029254	55.376118	55.270274	55.05139	54.964801	54.981638	54.861521	54.304274	54.148919	54.691908	54.361594	54.22232	54.051535
DPZ2_202101_bins_149	54.107197	54.084422	54.047201	54.046494	54.044588	54.044465	54.044219	54.04385	54.043604	54.043481	54.043235	53.780133	54.082759	53.782592	53.733522	53.711888	54.145259	54.433062	54.39148	54.390983	54.77539	54.769782	54.715685	54.268533	54.026809	53.959631	53.949455	53.898234	53.811821	53.20864	54.495437	54.489447	54.403168	54.366065	54.348596	54.45477	54.356121	54.039762	53.914215	53.914215	62.194504	61.917313	62.169441	94.208452	100	64.511553	58.848557	59.556069	59.291382	58.470574	57.687718	58.046016	57.715516	57.359687	57.218868	55.707805	55.634183	55.613534	55.526221	55.494466	55.89273	55.218328	55.27849	55.575578	55.354901	55.124825	55.116767	55.044277	54.866442	54.416877	54.381925	54.702199	54.423867	54.560387	54.289765
GCA_003818595.1	53.164662	53.172988	53.275243	53.207527	53.19378	53.195084	53.19366	53.19366	53.194844	53.216567	53.193421	53.220164	53.360888	53.439036	53.335212	53.234814	53.325452	53.638882	53.599158	53.59381	53.651839	53.652852	53.625415	53.768125	53.725492	53.522894	53.498643	53.516526	53.433221	52.887426	53.520299	53.564286	53.630574	53.506281	53.371725	53.744372	53.875287	53.454006	53.584112	53.584112	63.169156	62.820311	63.223799	64.430187	64.511553	100	58.914867	59.275664	58.94476	58.147549	57.638968	57.156051	57.336321	57.156981	57.047754	54.656963	54.788032	54.725	54.438625	54.457551	54.802632	54.015792	53.929688	54.061534	54.449086	54.283534	54.53069	54.278564	54.299153	53.664059	53.957528	54.16115	54.536336	54.499204	53.892706
GCA_016934825.1	53.174777	53.100386	53.127497	53.081102	53.078942	53.082162	53.089189	53.077322	53.080919	53.082321	53.076026	53.683944	53.926106	53.753303	53.790523	53.644208	53.718337	53.924453	53.864116	53.88866	54.132897	54.138299	54.114458	54.009946	53.718833	53.734713	53.777566	53.816747	53.705902	53.044826	54.314442	54.334962	54.37818	54.236228	54.335887	54.334835	54.754762	54.458775	54.291963	54.291963	59.450439	59.227238	59.685489	58.640562	58.848557	58.914867	100	62.506849	61.847763	60.022635	58.477997	58.003527	58.540142	58.522713	58.468512	55.440102	55.319898	55.477384	55.220777	55.448521	55.359212	54.649256	54.608037	55.112039	55.350539	55.131089	55.058196	55.005413	54.849502	54.849366	55.263883	55.385247	54.903786	54.985145	54.568581
GCA_011682565.1	53.746516	53.702392	53.635655	53.62538	53.610539	53.618897	53.61171	53.611944	53.620892	53.632432	53.611944	53.442937	53.632692	53.680335	53.654056	53.826327	53.987958	54.375	54.286541	54.286752	54.19192	54.338969	54.184111	54.073202	53.79104	53.946715	53.862317	53.898729	53.841336	53.607112	54.362959	54.344705	54.389298	54.276477	54.389203	54.452872	55.118769	54.656283	55.067301	55.067301	60.164026	60.143614	60.544913	59.310485	59.556069	59.275664	62.506849	100	92.898162	61.12213	59.609125	59.19396	59.246035	59.468555	59.267149	56.136344	56.188543	56.265486	56.015598	56.371171	56.176418	55.476183	55.280984	56.05333	55.789592	55.756104	55.552166	55.630345	55.375206	55.537514	56.077667	55.829304	55.026534	55.198087	55.385158
GCA_013152225.1	53.661272	53.627203	53.627893	53.596013	53.580947	53.596976	53.557258	53.579978	53.597732	53.62419	53.603668	53.307342	53.735231	53.66443	53.734899	53.722437	54.229507	54.059938	54.05264	54.04468	54.411072	54.495153	54.419045	54.375587	53.84546	53.96167	53.983168	54.054614	53.92678	53.677527	54.254222	54.377586	54.374533	54.308756	54.261147	54.38595	54.917177	54.576597	54.948655	54.948655	59.973156	59.80268	60.148184	59.013303	59.291382	58.94476	61.847763	92.898162	100	60.968778	59.433412	58.928158	59.19343	59.074505	59.040971	55.911667	55.932495	55.948043	55.818636	55.986842	56.05253	55.127799	54.92173	55.709068	55.524216	55.487598	55.387924	55.333923	55.427684	55.904061	56.288242	55.795409	54.883977	55.230372	55.134769
GCA_001771235.1	53.713183	53.761366	53.794331	53.713863	53.715047	53.720888	53.699882	53.713507	53.6956	53.692482	53.713507	54.260246	54.485903	54.459954	54.620638	54.311255	54.081536	54.197907	54.174264	54.177856	55.027638	55.143001	55.085125	53.932899	53.459147	53.459635	53.544233	53.466189	53.43539	53.038443	54.211092	54.233115	54.220063	54.208274	54.212152	53.96196	54.606094	54.297075	54.963235	54.963235	58.244475	58.481577	58.610924	58.126966	58.470574	58.147549	60.022635	61.12213	60.968778	100	58.324826	58.185974	58.452036	58.243494	58.456669	55.739194	55.526552	55.658449	55.612595	55.67284	55.626101	55.139404	54.957809	55.147868	55.301949	55.130071	55.23965	54.968953	55.153645	54.750062	54.666964	54.870787	55.321159	54.883706	54.334441
GCA_002327255.1	53.844182	53.746498	53.831269	53.753485	53.76638	53.766987	53.759909	53.759808	53.759909	53.776771	53.759808	53.546044	53.481019	53.513247	53.619938	53.472287	53.549677	53.614718	53.56717	53.563005	54.401483	54.336258	54.26213	53.399419	53.30664	53.246232	53.246051	53.233688	53.168797	52.820179	53.548785	53.579791	53.50782	53.403046	53.308453	53.310813	53.579697	53.252908	53.710306	53.710306	57.310233	57.111558	57.332502	57.559883	57.687718	57.638968	58.477997	59.609125	59.433412	58.324826	100	61.010876	58.256546	57.34148	57.177276	55.625527	55.720659	55.693065	55.702746	55.816222	55.87853	54.528846	54.738285	55.123709	55.54785	55.295745	55.271256	55.228244	55.119067	54.413719	54.248688	54.348575	54.349733	54.501895	53.647624
GCA_012523655.1	53.747775	53.695747	53.711148	53.634834	53.635906	53.636549	53.649196	53.63651	53.638264	53.644576	53.638223	53.511883	53.650888	53.58932	53.680389	53.501399	53.657539	53.799509	53.756189	53.788883	54.079357	54.11572	54.038019	53.132091	53.016864	53.058999	53.097462	53.082507	52.933587	53.007969	53.670778	53.755288	53.860728	53.663642	53.692714	53.740047	54.267267	53.686344	53.897832	53.897832	56.880077	56.741063	56.961788	57.626654	58.046016	57.156051	58.003527	59.19396	58.928158	58.185974	61.010876	100	57.736041	57.177617	57.306335	55.10572	55.187478	55.228676	55.262105	55.428414	55.399131	54.624952	54.708014	55.010625	55.301583	55.129511	54.968274	55.046914	54.644937	53.92171	54.53397	54.915672	54.236495	54.393787	53.878666
GCA_016929055.1	53.222737	53.191164	53.226645	53.161207	53.167115	53.167438	53.160075	53.160075	53.160075	53.169558	53.160075	53.248449	52.940169	52.950496	53.04488	52.949526	53.436037	53.722867	53.666818	53.648589	53.762091	53.781303	53.747619	53.735865	53.563261	53.501239	53.491914	53.44542	53.514364	52.90482	54.067526	54.198796	54.162546	54.062905	54.077186	53.806566	54.093478	53.685946	53.905584	53.905584	57.682445	57.489027	57.550696	57.696372	57.715516	57.336321	58.540142	59.246035	59.19343	58.452036	58.256546	57.736041	100	59.521688	59.035837	55.29634	55.384686	55.490785	55.343403	55.328791	55.535355	54.856609	54.879936	55.511197	54.793315	54.723085	54.663057	54.553611	54.576964	54.703347	54.783395	55.135737	54.272114	54.473319	54.108376
GCA_014728115.1	52.822297	52.727867	52.760253	52.714519	52.716452	52.72997	52.730872	52.720743	52.751443	52.75295	52.716947	52.334739	52.494709	52.585308	52.529403	52.486053	52.897522	53.017313	53.000802	53.010553	53.094771	53.120485	53.030374	53.782125	53.389396	53.415036	53.430073	53.437568	53.41285	53.04248	53.905479	53.891921	53.900742	53.915895	53.840239	54.0393	54.051348	53.436095	53.776213	53.776213	57.258003	57.437055	57.928343	56.94474	57.359687	57.156981	58.522713	59.468555	59.074505	58.243494	57.34148	57.177617	59.521688	100	60.081392	54.851952	54.895097	55.064762	54.805932	55.060227	54.984059	54.153475	54.379267	54.895368	54.218012	54.10795	53.874102	53.99488	53.901547	54.142877	54.666749	55.165839	54.017335	54.432998	53.70388
GCA_014728085.1	52.93948	52.853389	52.815798	52.821647	52.820883	52.811627	52.821865	52.820883	52.813592	52.829008	52.820883	52.735614	53.2422	53.004968	53.124185	52.88954	52.888727	53.293575	53.179018	53.236105	53.29	53.237994	53.134086	53.654808	53.489679	53.644864	53.587008	53.583396	53.527176	52.789666	54.008575	54.019239	54.053713	54.043968	53.982377	53.836134	53.906615	53.26767	53.614809	53.614809	57.057063	56.910465	57.17995	56.928987	57.218868	57.047754	58.468512	59.267149	59.040971	58.456669	57.177276	57.306335	59.035837	60.081392	100	55.087006	55.179016	55.310939	55.103686	55.22918	55.152816	54.422296	54.447748	55.104526	54.602356	54.414662	54.371711	54.471625	54.515603	54.657608	55.010954	55.715429	54.279346	54.394851	53.744745
SZTDM2_201709_bins_136	54.756102	54.590215	54.66226	54.584434	54.587002	54.584084	54.585954	54.58501	54.576943	54.588708	54.586268	54.335736	54.038841	54.222314	54.134124	54.021983	54.682766	54.613297	54.602532	54.617991	55.497919	55.527434	55.450339	54.257351	53.771539	53.91732	53.863864	53.892857	53.832309	52.886183	54.662113	54.673565	54.701538	54.759663	54.623028	54.791001	55.164919	54.633696	54.844758	54.844758	54.858682	54.640338	54.913971	55.452564	55.707805	54.656963	55.440102	56.136344	55.911667	55.739194	55.625527	55.10572	55.29634	54.851952	55.087006	100	98.609757	98.558588	98.55937	98.438065	78.357268	57.399834	57.392969	57.363709	57.385691	57.069085	57.353034	56.944056	56.719136	55.983687	55.733742	55.974314	55.068552	55.645274	55.861727
JZ2_201705_bins_85	54.590443	54.465029	54.533869	54.441044	54.443391	54.441571	54.441858	54.441571	54.422457	54.438091	54.44272	54.313146	54.166836	54.079641	54.09815	53.937561	54.488127	54.538778	54.521286	54.517331	55.383946	55.455059	55.398788	53.97389	53.695503	53.778844	53.737586	53.858	53.687097	52.836889	54.769745	54.794166	54.721219	54.762859	54.549631	54.680956	55.044331	54.548231	54.813337	54.813337	54.831977	54.589468	54.911479	55.351627	55.634183	54.788032	55.319898	56.188543	55.932495	55.526552	55.720659	55.187478	55.384686	54.895097	55.179016	98.609757	100	99.76126	99.700754	99.633698	78.628355	57.475	57.443917	57.50354	57.204608	57.04984	57.266701	56.929257	56.694633	56.123807	55.721819	55.983317	55.065227	55.57381	55.583154
JZ2_201907_bins_62	54.720314	54.643788	54.663766	54.562016	54.563775	54.563775	54.563775	54.563775	54.557	54.566392	54.563775	54.408787	54.141366	53.997272	54.094452	53.90739	54.730727	54.668758	54.628922	54.624043	55.264024	55.318286	55.229135	54.200886	53.838126	53.887813	53.864612	53.888721	53.789557	53.147997	54.846437	54.882801	54.855059	54.852099	54.677891	54.893464	55.267714	54.550923	54.895124	54.895124	55.023721	54.706329	55.027939	55.390811	55.613534	54.725	55.477384	56.265486	55.948043	55.658449	55.693065	55.228676	55.490785	55.064762	55.310939	98.558588	99.76126	100	99.709488	99.553362	78.705478	57.479309	57.539806	57.448276	57.392209	57.202775	57.239375	57.085839	56.852508	56.103657	55.818586	56.195406	55.284874	55.624279	55.740809
JZ2_201808_bins_48	54.566549	54.526047	54.583047	54.510847	54.511921	54.51113	54.51113	54.51113	54.504422	54.506207	54.51113	54.43739	54.187367	54.08633	54.237012	54.019253	54.479398	54.510744	54.491373	54.485639	55.418837	55.49329	55.435225	54.195153	53.698362	53.815582	53.795948	53.943786	53.719475	52.964783	54.843998	54.868249	54.817104	54.748644	54.581354	54.743219	54.99319	54.368592	54.55007	54.55007	54.732332	54.605007	54.672548	55.266511	55.526221	54.438625	55.220777	56.015598	55.818636	55.612595	55.702746	55.262105	55.343403	54.805932	55.103686	98.55937	99.700754	99.709488	100	99.592444	78.71376	57.478918	57.4758	57.45213	57.38253	57.027339	57.333765	56.871832	56.709759	56.013933	55.502968	55.901995	55.230526	55.656235	55.830827
JZ4_201808_bins_132	54.753428	54.643757	54.705168	54.604343	54.612185	54.605429	54.605429	54.611384	54.599197	54.628481	54.604629	54.311012	54.060216	54.001843	54.118781	53.948772	54.783252	54.716567	54.679689	54.67944	55.34754	55.415577	55.372957	54.319534	53.977228	54.13837	53.996671	54.286172	53.992105	52.914804	54.997693	54.957859	54.941165	54.960585	54.779049	54.769391	54.91012	54.578053	54.958286	54.958286	54.738549	54.508126	54.688028	55.159091	55.494466	54.457551	55.448521	56.371171	55.986842	55.67284	55.816222	55.428414	55.328791	55.060227	55.22918	98.438065	99.633698	99.553362	99.592444	100	78.669172	57.443598	57.709001	57.596381	57.098821	56.78009	56.854081	56.698841	56.57852	56.066203	55.477001	55.911206	54.985972	55.327012	55.536823
GCA_014359355.1	54.84846	54.703524	54.76946	54.672905	54.673277	54.666419	54.666884	54.671881	54.66833	54.714427	54.672812	54.363348	54.374334	54.43434	54.20005	54.227229	54.857128	54.815181	54.787622	54.804767	55.479493	55.528087	55.453618	54.260107	53.921488	53.866419	54.014598	53.951134	53.90165	53.266175	54.799401	54.8169	54.78742	54.730838	54.679897	54.767662	54.96447	54.418199	54.956476	54.956476	54.962254	54.675053	55.044552	55.627268	55.89273	54.802632	55.359212	56.176418	56.05253	55.626101	55.87853	55.399131	55.535355	54.984059	55.152816	78.357268	78.628355	78.705478	78.71376	78.669172	100	57.622644	57.599519	57.504687	57.337378	57.0875	57.480229	56.974681	56.634268	56.104016	55.691694	55.992529	55.203014	55.679876	55.615169
GCA_011389025.1	54.590848	54.554949	54.642857	54.5367	54.53325	54.538789	54.53235	54.53295	54.539439	54.560582	54.538928	54.522195	54.225779	54.379372	54.305945	54.239554	54.334521	54.464521	54.431728	54.435317	55.274227	55.289001	55.227975	53.994535	53.874229	53.80236	53.917683	53.959977	53.793653	52.587031	55.378624	55.349679	55.459578	55.353306	55.220143	55.317728	55.142593	54.718182	55.013908	55.013908	53.95918	54.198195	54.354883	54.893146	55.218328	54.015792	54.649256	55.476183	55.127799	55.139404	54.528846	54.624952	54.856609	54.153475	54.422296	57.399834	57.475	57.479309	57.478918	57.443598	57.622644	100	76.26158	66.76544	55.806327	55.642243	55.522331	55.53341	55.726051	54.974274	54.785174	54.643408	54.29112	55.075995	54.870957
JZ2_201709_bins_23	54.802963	54.748936	54.852926	54.746816	54.746816	54.752821	54.758098	54.746816	54.750731	54.759634	54.75136	54.58033	54.479659	54.622788	54.425694	54.449896	54.465655	54.635152	54.597965	54.600313	55.345802	55.356069	55.320181	54.14195	53.887013	53.817122	53.887314	54.011298	53.838158	52.634833	55.429186	55.465024	55.491777	55.348532	55.301933	55.247948	55.09721	54.701342	54.881182	54.881182	54.060237	54.177108	54.204231	55.029254	55.27849	53.929688	54.608037	55.280984	54.92173	54.957809	54.738285	54.708014	54.879936	54.379267	54.447748	57.392969	57.443917	57.539806	57.4758	57.709001	57.599519	76.26158	100	66.395244	55.850093	55.65	55.501154	55.693537	55.722755	54.947094	54.693004	54.81822	54.266667	55.424525	54.69549
GCA_013152765.1	55.174847	55.152855	55.148667	55.104475	55.110633	55.130765	55.108841	55.110633	55.114833	55.11068	55.093198	54.989128	54.789744	54.855605	54.893962	54.881802	54.980539	55.467981	55.43076	55.433155	55.743508	55.732646	55.714806	54.796888	54.675031	54.668389	54.686643	54.700188	54.642039	53.616709	56.097427	56.032421	56.169582	56.095812	55.869043	56.505728	55.5817	55.394539	55.9018	55.9018	54.397393	54.773905	54.804311	55.376118	55.575578	54.061534	55.112039	56.05333	55.709068	55.147868	55.123709	55.010625	55.511197	54.895368	55.104526	57.363709	57.50354	57.448276	57.45213	57.596381	57.504687	66.76544	66.395244	100	56.391292	56.169129	55.992536	56.042281	56.22432	55.761452	55.107433	55.663689	54.711024	55.558865	55.22406
JZ4_201709_bins_129	54.856705	54.916571	54.894413	54.8507	54.855556	54.84781	54.852239	54.854715	54.845946	54.845154	54.851679	54.747887	54.902944	54.926233	54.835592	54.838904	54.921442	55.148858	55.118744	55.095484	56.318735	56.30025	56.28512	54.324707	54.032102	54.031395	54.03959	54.184204	54.041473	53.505792	55.474795	55.587008	55.576307	55.556355	55.448673	55.250333	55.092438	54.746433	55.182641	55.182641	54.574742	54.931906	54.766667	55.270274	55.354901	54.449086	55.350539	55.789592	55.524216	55.301949	55.54785	55.301583	54.793315	54.218012	54.602356	57.385691	57.204608	57.392209	57.38253	57.098821	57.337378	55.806327	55.850093	56.391292	100	99.925781	99.852933	99.902534	69.33299	62.978509	62.386377	60.153612	59.117217	59.0875	57.343685
JZ4_201808_bins_206	54.774469	54.743283	54.760151	54.72371	54.721379	54.717691	54.725347	54.720486	54.725347	54.710357	54.724752	54.588349	54.831623	55.009114	54.8059	54.787572	54.67001	54.98185	54.934459	54.915134	56.198014	56.178527	56.119594	54.343347	54.089329	54.047304	54.047245	54.242831	54.038746	53.434463	55.521336	55.603817	55.604195	55.477674	55.537052	55.15104	55.062328	54.77875	55.384504	55.384504	54.265633	54.484611	54.35803	55.05139	55.124825	54.283534	55.131089	55.756104	55.487598	55.130071	55.295745	55.129511	54.723085	54.10795	54.414662	57.069085	57.04984	57.202775	57.027339	56.78009	57.0875	55.642243	55.65	56.169129	99.925781	100	99.897349	99.897936	69.217335	62.962029	62.436269	60.016716	58.722378	58.901516	57.038608
