SampleID	Size	Description	99%	97%	RA	latitude	longitude	type	order
SRR5465800	43312	marine metagenome	18	32	0.0739%	6.376	60.52	marine	O2
SRR6171659	114333	marine sediment metagenome	32	32	0.0280%	29.0003	-87.5074	marine	O2
SRR6173552	185455	marine sediment metagenome	32	32	0.0173%	29.1227	-87.266217	marine	O2
SRR8361190	17447	marine sediment metagenome	0	32	0.1834%	26.33	-87.07	marine	O2
ERR1716686	67124	marine sediment metagenome	0	31	0.0462%	79.0651	4.181	marine	O2
SRR3884093	18821	marine metagenome	0	31	0.1647%	12.367	-116.517	marine	O2
SRR3884210	24343	marine metagenome	0	31	0.1273%	12.0545658	-117.2517515	marine	O2
SRR3884405	79127	marine metagenome	0	31	0.0392%	12.3709188	-116.6136465	marine	O2
SRR5150181	133778	marine metagenome	0	31	0.0232%	51.85	2.99	marine	O2
SRR6173525	90837	marine sediment metagenome	31	31	0.0341%	29.043	-87.2824	marine	O2
SRR6173585	153271	marine sediment metagenome	31	31	0.0202%	29.1227	-87.266217	marine	O2
SRR6173649	80868	marine sediment metagenome	31	31	0.0383%	29.1227	-87.266217	marine	O2
SRR6173660	64702	marine sediment metagenome	31	31	0.0479%	29.1227	-87.266217	marine	O2
SRR6173701	83015	marine sediment metagenome	31	31	0.0373%	29.043	-87.2824	marine	O2
SRR6173702	98027	marine sediment metagenome	31	31	0.0316%	29.043	-87.2824	marine	O2
SRR6173704	79905	marine sediment metagenome	31	31	0.0388%	29.043	-87.2824	marine	O2
SRR8361189	18975	marine sediment metagenome	0	31	0.1634%	26.79	-86.48	marine	O2
SRR3884145	22749	marine metagenome	0	30	0.1319%	12.5211667	-116.6981	marine	O2
SRR3884147	17998	marine metagenome	0	30	0.1667%	12.5967906	-116.4936245	marine	O2
SRR3884228	14378	marine metagenome	0	30	0.2087%	12.1900791	-117.3713818	marine	O2
SRR3884308	20284	marine metagenome	0	30	0.1479%	12.1177699	-117.3437114	marine	O2
SRR5150194	141800	marine metagenome	0	30	0.0212%	51.85	2.99	marine	O2
SRR6171627	96233	marine sediment metagenome	30	30	0.0312%	28.6365	-87.8685	marine	O2
SRR6173521	88230	marine sediment metagenome	30	30	0.0340%	29.043	-87.2824	marine	O2
SRR6173554	93928	marine sediment metagenome	30	30	0.0319%	28.9164	-87.6691	marine	O2
SRR6173599	186370	marine sediment metagenome	30	30	0.0161%	29.1227	-87.266217	marine	O2
SRR6173721	86925	marine sediment metagenome	30	30	0.0345%	29.043	-87.2824	marine	O2
SRR6173766	80871	marine sediment metagenome	30	30	0.0371%	29.122783	-87.867733	marine	O2
SRR7035041	63688	marine metagenome	0	30	0.0471%	-33.991389	151.232778	marine	O2
SRR7597000	64062	marine metagenome	0	30	0.0468%	-33.991389	151.232778	marine	O2
SRR3883969	20779	marine metagenome	0	29	0.1396%	13.81168	-116.71002	marine	O2
SRR3884352	13794	marine metagenome	0	29	0.2102%	12.0817524	-117.1782657	marine	O2
SRR6171607	559008	marine sediment metagenome	29	29	0.0052%	28.9761	-87.8683	marine	O2
SRR6171644	100230	marine sediment metagenome	29	29	0.0289%	28.99	-88.0455	marine	O2
SRR6171712	92486	marine sediment metagenome	29	29	0.0314%	28.9401	-87.5824	marine	O2
SRR6173699	59463	marine sediment metagenome	29	29	0.0488%	29.043	-87.2824	marine	O2
SRR6419755	142593	marine sediment metagenome	0	29	0.0203%	33.04	-117.57	marine	O2
SRR8361110	19543	marine sediment metagenome	0	29	0.1484%	26.84	-85.27	marine	O2
SRR8361110	19543	marine sediment metagenome	0	29	0.1484%	26.84	-85.27	marine	O2
SRR8361164	28655	marine sediment metagenome	0	29	0.1012%	28.02	-87.58	marine	O2
ERR1716684	28699	marine sediment metagenome	0	28	0.0976%	79.0651	4.181	marine	O2
SRR3883998	21432	marine metagenome	0	28	0.1306%	13.84653	-116.6265	marine	O2
SRR3884130	22411	marine metagenome	0	28	0.1249%	12.4433002	-116.6411438	marine	O2
SRR3884248	14618	marine metagenome	0	28	0.1915%	12.0273601	-117.3252223	marine	O2
SRR6121838	23853	marine metagenome	0	28	0.1174%	20.2	116.78	marine	O2
SRR6171613	103960	marine sediment metagenome	28	28	0.0269%	28.9761	-87.8683	marine	O2
SRR6171637	101410	marine sediment metagenome	28	28	0.0276%	29.2976	-86.9968	marine	O2
SRR6171708	99600	marine sediment metagenome	28	28	0.0281%	28.9164	-87.6691	marine	O2
SRR6173696	155715	marine sediment metagenome	28	28	0.0180%	28.6365	-87.8685	marine	O2
SRR6173749	94465	marine sediment metagenome	28	28	0.0296%	28.9164	-87.6691	marine	O2
SRR8361168	10992	marine sediment metagenome	0	28	0.2547%	26.6	-85.47	marine	O2
SRR8361242	27292	marine sediment metagenome	0	28	0.1026%	28.33	-86.58	marine	O2
SRR8490005	110012	marine sediment metagenome	28	28	0.0255%	41.460278	2.872075	marine	O2
SRR8589871	55383	marine sediment metagenome	28	28	0.0506%	22.783333	-56.516667	marine	O2
SRR8651777	54950	marine metagenome	0	28	0.0510%	42.11	-70.54	marine	O2
ERR1716682	33148	marine sediment metagenome	0	27	0.0815%	79.0651	4.181	marine	O2
SRR3884217	16578	marine metagenome	0	27	0.1629%	12.1900791	-117.3713818	marine	O2
SRR3884237	10646	marine metagenome	0	27	0.2536%	12.0092041	-117.3803185	marine	O2
SRR3884258	12507	marine metagenome	0	27	0.2159%	12.58255	-116.6509667	marine	O2
SRR3884274	19999	marine metagenome	0	27	0.1350%	12.3709188	-116.6136465	marine	O2
SRR5150196	106150	marine metagenome	0	27	0.0254%	51.85	2.99	marine	O2
SRR5465799	34147	marine metagenome	27	27	0.0791%	4.127	63.016	marine	O2
SRR6171603	93406	marine sediment metagenome	27	27	0.0289%	28.9761	-87.8683	marine	O2
SRR6171685	85510	marine sediment metagenome	27	27	0.0316%	28.9761	-87.8683	marine	O2
SRR6172211	81250	marine sediment metagenome	27	27	0.0332%	29.122783	-87.867733	marine	O2
SRR6173737	153770	marine sediment metagenome	27	27	0.0176%	29.1227	-87.266217	marine	O2
SRR8361302	10898	marine sediment metagenome	0	27	0.2478%	27.76	-86.65	marine	O2
SRR1801944	43078	marine sediment metagenome	0	26	0.0604%	27.81	126.9	marine	O2
SRR3883961	20209	marine metagenome	0	26	0.1287%	13.82498	-116.53338	marine	O2
SRR3883985	14253	marine metagenome	0	26	0.1824%	13.86335	-116.54667	marine	O2
SRR3884247	17367	marine metagenome	0	26	0.1497%	12.0273601	-117.3252223	marine	O2
SRR3884278	17965	marine metagenome	0	26	0.1447%	12.3709188	-116.6136465	marine	O2
SRR3884318	14637	marine metagenome	0	26	0.1776%	12.1811624	-117.2610625	marine	O2
SRR5465810	44565	marine metagenome	6	26	0.0583%	6.595	60.22	marine	O2
SRR5465810	44565	marine metagenome	6	26	0.0583%	6.595	60.22	marine	O2
SRR6171686	103280	marine sediment metagenome	26	26	0.0252%	28.9761	-87.8683	marine	O2
SRR6171868	193366	marine sediment metagenome	26	26	0.0134%	28.9761	-87.8683	marine	O2
SRR6171942	21034	marine sediment metagenome	0	26	0.1236%	28.6365	-87.8685	marine	O2
SRR6172178	29346	marine sediment metagenome	0	26	0.0886%	29.1227	-87.266217	marine	O2
SRR6173593	77667	marine sediment metagenome	26	26	0.0335%	29.1227	-87.266217	marine	O2
SRR6173604	83318	marine sediment metagenome	26	26	0.0312%	28.9164	-87.6691	marine	O2
SRR6173741	70566	marine sediment metagenome	26	26	0.0368%	29.122783	-87.867733	marine	O2
SRR7035013	123135	marine metagenome	0	26	0.0211%	-33.847158	151.198286	marine	O2
SRR7597081	123217	marine metagenome	0	26	0.0211%	-33.847158	151.198286	marine	O2
SRR8361252	67324	marine sediment metagenome	0	26	0.0386%	26.6	-87.35	marine	O2
SRR8433529	29147	marine metagenome	0	26	0.0892%	42.4834	3.1288	marine	O2
SRR1824385	65897	marine metagenome	25	25	0.0379%	44.450632	-125.029258	marine	O2
SRR3884197	22828	marine metagenome	0	25	0.1095%	12.1359859	-117.2150647	marine	O2
SRR3884314	12626	marine metagenome	0	25	0.1980%	12.1177699	-117.3437114	marine	O2
SRR3884353	16269	marine metagenome	0	25	0.1537%	12.0817524	-117.1782657	marine	O2
SRR5465793	30906	marine metagenome	25	25	0.0809%	4.003	69.342	marine	O2
SRR5465797	34362	marine metagenome	25	25	0.0728%	2.157	66.869	marine	O2
SRR6171634	169430	marine sediment metagenome	25	25	0.0148%	29.25581	-87.73238	marine	O2
SRR6171758	97648	marine sediment metagenome	25	25	0.0256%	29.0003	-87.5074	marine	O2
SRR6171867	90937	marine sediment metagenome	25	25	0.0275%	28.9761	-87.8683	marine	O2
SRR6173608	77166	marine sediment metagenome	25	25	0.0324%	28.99	-88.0455	marine	O2
SRR6173651	91197	marine sediment metagenome	25	25	0.0274%	29.1227	-87.266217	marine	O2
SRR8361244	13816	marine sediment metagenome	0	25	0.1809%	28.48	-87.11	marine	O2
SRR8589872	64102	marine sediment metagenome	25	25	0.0390%	22.783333	-56.516667	marine	O2
SRR3883947	20708	marine metagenome	0	24	0.1159%	13.7936	-116.703	marine	O2
SRR3883965	20587	marine metagenome	0	24	0.1166%	13.81168	-116.71002	marine	O2
SRR3883970	12315	marine metagenome	0	24	0.1949%	13.76178	-116.46	marine	O2
SRR3884245	16884	marine metagenome	0	24	0.1421%	12.0273601	-117.3252223	marine	O2
SRR3884256	20885	marine metagenome	0	24	0.1149%	12.58255	-116.6509667	marine	O2
SRR3884288	14969	marine metagenome	0	24	0.1603%	12.5790415	-116.7238118	marine	O2
SRR3884464	10585	marine metagenome	0	24	0.2267%	12.58255	-116.6509667	marine	O2
SRR6171670	94849	marine sediment metagenome	24	24	0.0253%	28.99	-88.0455	marine	O2
SRR6171920	19500	marine sediment metagenome	0	24	0.1231%	28.6365	-87.8685	marine	O2
SRR6173586	96367	marine sediment metagenome	24	24	0.0249%	28.9164	-87.6691	marine	O2
SRR6173782	176092	marine sediment metagenome	24	24	0.0136%	28.99	-88.0455	marine	O2
SRR7035499	151247	marine metagenome	0	24	0.0159%	-31.86344	115.7076	marine	O2
SRR7596452	151039	marine metagenome	0	24	0.0159%	-31.86344	115.7076	marine	O2
SRR8361120	6377	marine sediment metagenome	0	24	0.3764%	27.74	-87.42	marine	O2
SRR8361270	21982	marine sediment metagenome	0	24	0.1092%	27.83	-85.76	marine	O2
SRR8361336	10923	marine sediment metagenome	0	24	0.2197%	27.67	-87.6	marine	O2
SRR8490008	92653	marine sediment metagenome	24	24	0.0259%	41.460278	2.872075	marine	O2
SRR1824351	37082	marine metagenome	23	23	0.0620%	44.567782	-125.153227	marine	O2
SRR2827634	191775	marine sediment metagenome	23	23	0.0120%	-71.4197	93.4818	marine	O2
SRR3883988	29024	marine metagenome	0	23	0.0792%	13.86335	-116.54667	marine	O2
SRR3884107	19802	marine metagenome	0	23	0.1161%	12.4509842	-116.5944928	marine	O2
SRR3884117	22241	marine metagenome	0	23	0.1034%	12.5697613	-116.5389	marine	O2
SRR3884187	17713	marine metagenome	0	23	0.1298%	12.367	-116.517	marine	O2
SRR3884190	25628	marine metagenome	0	23	0.0897%	12.0998266	-117.1966567	marine	O2
SRR3884257	15669	marine metagenome	0	23	0.1468%	12.58255	-116.6509667	marine	O2
SRR3884266	16802	marine metagenome	0	23	0.1369%	12.4068765	-116.4847942	marine	O2
SRR3884310	14163	marine metagenome	0	23	0.1624%	12.1177699	-117.3437114	marine	O2
SRR3884326	15966	marine metagenome	0	23	0.1441%	12.1811624	-117.2610625	marine	O2
SRR3884347	17220	marine metagenome	0	23	0.1336%	12.0817524	-117.1782657	marine	O2
SRR6171922	20154	marine sediment metagenome	0	23	0.1141%	28.6365	-87.8685	marine	O2
SRR6171984	18539	marine sediment metagenome	0	23	0.1241%	28.6365	-87.8685	marine	O2
SRR6173592	65433	marine sediment metagenome	23	23	0.0352%	29.043	-87.2824	marine	O2
SRR6173767	97267	marine sediment metagenome	23	23	0.0236%	29.122783	-87.867733	marine	O2
SRR6401589	53876	marine metagenome	0	23	0.0427%	-19.154109	146.6426	marine	O2
SRR7033119	52046	marine metagenome	0	23	0.0442%	-38.19017	-171.5002	marine	O2
SRR7035120	108932	marine metagenome	0	23	0.0211%	-34.069392	151.110958	marine	O2
SRR7596381	52088	marine metagenome	0	23	0.0442%	-38.19017	-171.5002	marine	O2
SRR7596903	108939	marine metagenome	0	23	0.0211%	-34.069392	151.110958	marine	O2
SRR8361272	10290	marine sediment metagenome	0	23	0.2235%	28.13	-86.9	marine	O2
SRR3883968	26963	marine metagenome	0	22	0.0816%	13.81168	-116.71002	marine	O2
SRR3883977	17897	marine metagenome	0	22	0.1229%	13.88833	-116.68998	marine	O2
SRR3884153	11418	marine metagenome	0	22	0.1927%	12.5967906	-116.4936245	marine	O2
SRR3884233	13429	marine metagenome	0	22	0.1638%	12.0092041	-117.3803185	marine	O2
SRR3884305	15327	marine metagenome	0	22	0.1435%	12.1177699	-117.3437114	marine	O2
SRR5465804	18351	marine metagenome	0	22	0.1199%	10.258	57.745	marine	O2
SRR6171919	17097	marine sediment metagenome	0	22	0.1287%	28.6365	-87.8685	marine	O2
SRR6172085	12924	marine sediment metagenome	0	22	0.1702%	19.45996	-94.58494	marine	O2
SRR6173570	77126	marine sediment metagenome	22	22	0.0285%	29.043	-87.2824	marine	O2
SRR6173574	76697	marine sediment metagenome	22	22	0.0287%	29.043	-87.2824	marine	O2
SRR6173588	169423	marine sediment metagenome	22	22	0.0130%	29.1227	-87.266217	marine	O2
SRR6173783	178638	marine sediment metagenome	22	22	0.0123%	28.99	-88.0455	marine	O2
SRR7035525	81238	marine metagenome	0	22	0.0271%	-31.86344	115.7076	marine	O2
SRR7595840	82398	marine metagenome	0	22	0.0267%	-31.86344	115.7076	marine	O2
SRR8361124	11724	marine sediment metagenome	0	22	0.1876%	27.53	-87.4	marine	O2
SRR8361152	19237	marine sediment metagenome	0	22	0.1144%	28.26	-87.13	marine	O2
SRR8490006	102154	marine sediment metagenome	22	22	0.0215%	41.460278	2.872075	marine	O2
ERR1716706	63882	marine sediment metagenome	0	21	0.0329%	79.0651	4.181	marine	O2
SRR3884273	18676	marine metagenome	0	21	0.1124%	12.3709188	-116.6136465	marine	O2
SRR3884325	15886	marine metagenome	0	21	0.1322%	12.1811624	-117.2610625	marine	O2
SRR3884346	18870	marine metagenome	0	21	0.1113%	12.0817524	-117.1782657	marine	O2
SRR6171864	82492	marine sediment metagenome	21	21	0.0255%	28.9761	-87.8683	marine	O2
SRR6172121	24234	marine sediment metagenome	0	21	0.0867%	28.220867	-89.0695	marine	O2
SRR6173653	94311	marine sediment metagenome	21	21	0.0223%	29.1227	-87.266217	marine	O2
SRR6173655	158536	marine sediment metagenome	21	21	0.0132%	28.99	-88.0455	marine	O2
SRR6173698	75059	marine sediment metagenome	21	21	0.0280%	29.043	-87.2824	marine	O2
SRR6173743	94150	marine sediment metagenome	21	21	0.0223%	29.122783	-87.867733	marine	O2
SRR7035529	107872	marine metagenome	0	21	0.0195%	-31.86344	115.7076	marine	O2
SRR7595842	107674	marine metagenome	0	21	0.0195%	-31.86344	115.7076	marine	O2
SRR8361226	21558	marine sediment metagenome	0	21	0.0974%	27.59	-85.38	marine	O2
SRR8361226	21558	marine sediment metagenome	0	21	0.0974%	27.59	-85.38	marine	O2
SRR8589866	48625	marine sediment metagenome	0	21	0.0432%	22.783333	-56.516667	marine	O2
ERR1716714	93143	marine sediment metagenome	0	20	0.0215%	79.0651	4.181	marine	O2
SRR3884285	14350	marine metagenome	0	20	0.1394%	12.5790415	-116.7238118	marine	O2
SRR3884303	12739	marine metagenome	0	20	0.1570%	12.579001	-116.6869871	marine	O2
SRR5150232	78545	marine metagenome	0	20	0.0255%	51.85	2.99	marine	O2
SRR5465795	13918	marine metagenome	20	20	0.1437%	2.738	66.404	marine	O2
SRR5465795	13918	marine metagenome	20	20	0.1437%	2.738	66.404	marine	O2
SRR6171691	206484	marine sediment metagenome	20	20	0.0097%	28.9761	-87.8683	marine	O2
SRR6171871	203687	marine sediment metagenome	20	20	0.0098%	29.25581	-87.73238	marine	O2
SRR6172089	15558	marine sediment metagenome	0	20	0.1286%	19.45996	-94.58494	marine	O2
SRR6173594	85277	marine sediment metagenome	20	20	0.0235%	29.1227	-87.266217	marine	O2
SRR6173666	76825	marine sediment metagenome	20	20	0.0260%	29.043	-87.2824	marine	O2
SRR7035551	76559	marine metagenome	0	20	0.0261%	-31.86344	115.7076	marine	O2
SRR7596282	76243	marine metagenome	0	20	0.0262%	-31.86344	115.7076	marine	O2
SRR8361143	69455	marine sediment metagenome	0	20	0.0288%	28.64	-88.43	marine	O2
SRR8361191	14675	marine sediment metagenome	0	20	0.1363%	26.99	-86.77	marine	O2
SRR3883971	17472	marine metagenome	0	19	0.1087%	13.76178	-116.46	marine	O2
SRR3883987	19631	marine metagenome	0	19	0.0968%	13.86335	-116.54667	marine	O2
SRR3884086	14236	marine metagenome	0	19	0.1335%	12.2172665	-117.3254524	marine	O2
SRR3884227	11810	marine metagenome	0	19	0.1609%	12.1900791	-117.3713818	marine	O2
SRR3884235	9451	marine metagenome	0	19	0.2010%	12.0092041	-117.3803185	marine	O2
SRR3884240	10074	marine metagenome	0	19	0.1886%	12.0273601	-117.3252223	marine	O2
SRR3884377	10871	marine metagenome	0	19	0.1748%	12.367	-116.517	marine	O2
SRR3884380	9700	marine metagenome	0	19	0.1959%	12.0817524	-117.1782657	marine	O2
SRR6171876	99655	marine sediment metagenome	19	19	0.0191%	29.25581	-87.73238	marine	O2
SRR6173605	83418	marine sediment metagenome	19	19	0.0228%	28.99	-88.0455	marine	O2
SRR6173670	67684	marine sediment metagenome	19	19	0.0281%	29.043	-87.2824	marine	O2
SRR6173788	104543	marine sediment metagenome	0	19	0.0182%	28.99	-88.0455	marine	O2
SRR7182655	127693	marine metagenome	19	19	0.0149%	37.61	-68.41	marine	O2
SRR8361236	10284	marine sediment metagenome	0	19	0.1848%	27.39	-87.71	marine	O2
SRR8433500	78624	marine metagenome	0	19	0.0242%	42.4834	3.1288	marine	O2
SRR8490020	82482	marine sediment metagenome	19	19	0.0230%	41.460278	2.872075	marine	O2
SRR1824396	55946	marine metagenome	18	18	0.0322%	44.667546	-125.100763	marine	O2
SRR3883957	17418	marine metagenome	0	18	0.1033%	13.9633	-116.5683	marine	O2
SRR3884246	14250	marine metagenome	0	18	0.1263%	12.0273601	-117.3252223	marine	O2
SRR3884263	12099	marine metagenome	0	18	0.1488%	19.45054	-120.06081	marine	O2
SRR3884293	15183	marine metagenome	0	18	0.1186%	12.579001	-116.6869871	marine	O2
SRR3884334	19821	marine metagenome	0	18	0.0908%	12.0094059	-117.178218	marine	O2
SRR3884398	61555	marine metagenome	0	18	0.0292%	12.367	-116.517	marine	O2
SRR5150175	78676	marine metagenome	0	18	0.0229%	51.85	2.99	marine	O2
SRR5465789	28311	marine metagenome	18	18	0.0636%	3.701	63.818	marine	O2
SRR5465807	52928	marine metagenome	18	18	0.0340%	9.071	58.298	marine	O2
SRR6172105	23391	marine sediment metagenome	0	18	0.0770%	28.35916	-86.94426	marine	O2
SRR6172213	13262	marine sediment metagenome	0	18	0.1357%	22.41024	-91.77803	marine	O2
SRR6173536	73944	marine sediment metagenome	18	18	0.0243%	29.1227	-87.266217	marine	O2
SRR6173705	139710	marine sediment metagenome	18	18	0.0129%	29.043	-87.2824	marine	O2
SRR8361246	10143	marine sediment metagenome	0	18	0.1775%	28.26	-87.17	marine	O2
ERR1056322	97439	marine metagenome	0	17	0.0174%	missing	missing	marine	O2
SRR3883950	17541	marine metagenome	0	17	0.0969%	13.7936	-116.703	marine	O2
SRR3883992	13671	marine metagenome	0	17	0.1244%	13.86335	-116.54667	marine	O2
SRR3884100	14725	marine metagenome	0	17	0.1154%	12.4509842	-116.5944928	marine	O2
SRR3884118	21215	marine metagenome	0	17	0.0801%	12.5697613	-116.5389	marine	O2
SRR3884225	9476	marine metagenome	0	17	0.1794%	12.1900791	-117.3713818	marine	O2
SRR5150239	65724	marine metagenome	0	17	0.0259%	51.85	2.99	marine	O2
SRR5465812	89360	marine metagenome	17	17	0.0190%	6.364	60.527	marine	O2
SRR5465813	31319	marine metagenome	17	17	0.0543%	6.364	60.527	marine	O2
SRR6171638	136189	marine sediment metagenome	17	17	0.0125%	29.1227	-87.266217	marine	O2
SRR6171658	89365	marine sediment metagenome	17	17	0.0190%	28.9761	-87.8683	marine	O2
SRR6172145	20727	marine sediment metagenome	0	17	0.0820%	22.41024	-91.77803	marine	O2
SRR6172185	31242	marine sediment metagenome	0	17	0.0544%	29.1227	-87.266217	marine	O2
SRR6172196	18478	marine sediment metagenome	0	17	0.0920%	19.44414	-93.88871	marine	O2
SRR6172210	110754	marine sediment metagenome	17	17	0.0153%	29.122783	-87.867733	marine	O2
SRR6172217	24587	marine sediment metagenome	0	17	0.0691%	22.41024	-91.77803	marine	O2
SRR6173603	78393	marine sediment metagenome	17	17	0.0217%	29.122783	-87.867733	marine	O2
SRR6173659	64847	marine sediment metagenome	17	17	0.0262%	29.1227	-87.266217	marine	O2
SRR6173667	79662	marine sediment metagenome	17	17	0.0213%	29.043	-87.2824	marine	O2
SRR6173690	181346	marine sediment metagenome	17	17	0.0094%	28.99	-88.0455	marine	O2
SRR6173785	134917	marine sediment metagenome	17	17	0.0126%	28.99	-88.0455	marine	O2
SRR7035375	55853	marine metagenome	0	17	0.0304%	-31.86344	115.7076	marine	O2
SRR7596225	56083	marine metagenome	0	17	0.0303%	-31.86344	115.7076	marine	O2
SRR8361125	20179	marine sediment metagenome	0	17	0.0842%	26.72	-85.32	marine	O2
SRR8361279	63236	marine sediment metagenome	0	17	0.0269%	27.47	-86.17	marine	O2
DRR012975	13690	marine sediment metagenome	0	16	0.1169%	missing	missing	marine	O2
ERR1056328	230661	marine metagenome	0	16	0.0069%	missing	missing	marine	O2
SRR1824392	44305	marine metagenome	16	16	0.0361%	9.17260316	-84.79849566	marine	O2
SRR1824405	54744	marine metagenome	16	16	0.0292%	44.669382	-125.103619	marine	O2
SRR2827639	614608	marine sediment metagenome	16	16	0.0026%	-71.4234	-91.4268	marine	O2
SRR3884101	16455	marine metagenome	0	16	0.0972%	12.4509842	-116.5944928	marine	O2
SRR3884270	18433	marine metagenome	0	16	0.0868%	12.3709188	-116.6136465	marine	O2
SRR3884277	14823	marine metagenome	0	16	0.1079%	12.3709188	-116.6136465	marine	O2
SRR3884335	24929	marine metagenome	0	16	0.0642%	12.0094059	-117.178218	marine	O2
SRR3884426	3291	marine metagenome	0	16	0.4862%	12.1449215	-117.3253643	marine	O2
SRR5150248	65313	marine metagenome	0	16	0.0245%	51.85	2.99	marine	O2
SRR6171633	210697	marine sediment metagenome	16	16	0.0076%	28.9761	-87.8683	marine	O2
SRR6171870	106205	marine sediment metagenome	16	16	0.0151%	29.25581	-87.73238	marine	O2
SRR6171904	22733	marine sediment metagenome	0	16	0.0704%	29.1227	-87.266217	marine	O2
SRR6171945	21379	marine sediment metagenome	0	16	0.0748%	29.1227	-87.266217	marine	O2
SRR6172125	14894	marine sediment metagenome	0	16	0.1074%	19.45996	-94.58494	marine	O2
SRR6172189	8053	marine sediment metagenome	0	16	0.1987%	22.41024	-91.77803	marine	O2
SRR6173672	167345	marine sediment metagenome	16	16	0.0096%	29.2976	-86.9968	marine	O2
SRR6173703	76076	marine sediment metagenome	16	16	0.0210%	29.043	-87.2824	marine	O2
SRR6401591	30174	marine metagenome	0	16	0.0530%	-19.154109	146.6426	marine	O2
SRR8361151	10493	marine sediment metagenome	0	16	0.1525%	28.24	-87.05	marine	O2
SRR8361196	35680	marine sediment metagenome	0	16	0.0448%	26.51	-87.17	marine	O2
SRR8361216	15178	marine sediment metagenome	0	16	0.1054%	28.21	-87.93	marine	O2
SRR8490019	74787	marine sediment metagenome	16	16	0.0214%	41.460278	2.872075	marine	O2
ERR1056314	114062	marine metagenome	0	15	0.0132%	missing	missing	marine	O2
ERR1056324	92404	marine metagenome	0	15	0.0162%	missing	missing	marine	O2
ERR1716701	147298	marine sediment metagenome	0	15	0.0102%	79.0651	4.181	marine	O2
SRR1559248	53718	marine sediment metagenome	0	15	0.0279%	34	121	marine	O2
SRR3883995	12949	marine metagenome	0	15	0.1158%	13.86335	-116.54665	marine	O2
SRR3884091	16105	marine metagenome	0	15	0.0931%	12.1449215	-117.3253643	marine	O2
SRR3884111	18017	marine metagenome	0	15	0.0833%	12.4521414	-116.5123096	marine	O2
SRR3884234	20095	marine metagenome	0	15	0.0746%	12.0092041	-117.3803185	marine	O2
SRR3884244	14938	marine metagenome	0	15	0.1004%	12.0273601	-117.3252223	marine	O2
SRR3884289	12466	marine metagenome	0	15	0.1203%	12.5790415	-116.7238118	marine	O2
SRR3884307	16048	marine metagenome	0	15	0.0935%	12.1177699	-117.3437114	marine	O2
SRR3884315	16805	marine metagenome	0	15	0.0893%	12.1177699	-117.3437114	marine	O2
SRR3884382	12294	marine metagenome	0	15	0.1220%	12.0817524	-117.1782657	marine	O2
SRR3884386	8950	marine metagenome	0	15	0.1676%	12.0817524	-117.1782657	marine	O2
SRR6171597	88952	marine sediment metagenome	15	15	0.0169%	29.25581	-87.73238	marine	O2
SRR6171600	130746	marine sediment metagenome	15	15	0.0115%	29.25581	-87.73238	marine	O2
SRR6171906	14218	marine sediment metagenome	0	15	0.1055%	28.6365	-87.8685	marine	O2
SRR6171913	17940	marine sediment metagenome	0	15	0.0836%	29.1227	-87.266217	marine	O2
SRR6171917	22502	marine sediment metagenome	0	15	0.0667%	28.9761	-87.8683	marine	O2
SRR6171988	12039	marine sediment metagenome	0	15	0.1246%	28.6365	-87.8685	marine	O2
SRR6171993	15353	marine sediment metagenome	0	15	0.0977%	19.45996	-94.58494	marine	O2
SRR6172099	77361	marine sediment metagenome	15	15	0.0194%	29.25581	-87.73238	marine	O2
SRR6173569	67457	marine sediment metagenome	15	15	0.0222%	29.043	-87.2824	marine	O2
SRR6173600	171027	marine sediment metagenome	15	15	0.0088%	29.1227	-87.266217	marine	O2
SRR6173684	183834	marine sediment metagenome	15	15	0.0082%	29.1227	-87.266217	marine	O2
SRR6173706	76021	marine sediment metagenome	15	15	0.0197%	29.043	-87.2824	marine	O2
SRR6173732	65865	marine sediment metagenome	15	15	0.0228%	29.1227	-87.266217	marine	O2
SRR6173777	68418	marine sediment metagenome	15	15	0.0219%	29.122783	-87.867733	marine	O2
SRR6173786	168082	marine sediment metagenome	15	15	0.0089%	28.99	-88.0455	marine	O2
SRR6173789	95214	marine sediment metagenome	0	15	0.0158%	28.99	-88.0455	marine	O2
SRR6401401	50926	marine metagenome	0	15	0.0295%	-19.154109	146.6426	marine	O2
SRR6401441	32447	marine metagenome	0	15	0.0462%	-31.86344	115.7076	marine	O2
SRR6511233	93809	marine metagenome	0	15	0.0160%	34.91672	128.9114	marine	O2
SRR7034812	81977	marine metagenome	0	15	0.0183%	-34.069392	151.110958	marine	O2
SRR7182672	63776	marine metagenome	15	15	0.0235%	37.61	-68.41	marine	O2
SRR7182673	88455	marine metagenome	0	15	0.0170%	37.61	-68.41	marine	O2
SRR7596757	81964	marine metagenome	0	15	0.0183%	-34.069392	151.110958	marine	O2
SRR8361123	8333	marine sediment metagenome	0	15	0.1800%	27.47	-87.7	marine	O2
SRR8361285	23468	marine sediment metagenome	0	15	0.0639%	26.15	-86.4	marine	O2
SRR8361328	9979	marine sediment metagenome	0	15	0.1503%	26.51	-86.09	marine	O2
SRR1824347	42890	marine metagenome	14	14	0.0326%	44.570302	-125.152786	marine	O2
SRR1824383	48085	marine metagenome	14	14	0.0291%	44.567899	-125.153101	marine	O2
SRR1824384	45344	marine metagenome	14	14	0.0309%	9.17260316	-84.79849566	marine	O2
SRR1824393	56161	marine metagenome	14	14	0.0249%	44.67012	-125.098686	marine	O2
